and,rescinded,VBD,2,Y,N,nobj,11,0,transf-longmod
rapidly,rescinded,VBD,2,Y,N,nobj,11,0,transf-longmod
rescinded,rescinded,VBD,2,Y,N,nobj,11,0,transf-longmod
yesterday,rescinded,VBD,2,Y,N,nobj,11,0,transf-longmod
.,rescinded,VBD,2,Y,N,nobj,11,0,transf-longmod
The,rescinded,VBD,2,Y,N,obj,6,1,transf-nomod
government,rescinded,VBD,2,Y,N,obj,6,1,transf-nomod
was,rescinded,VBD,2,Y,N,obj,6,1,transf-nomod
rescinded,rescinded,VBD,2,Y,N,obj,6,1,transf-nomod
recently,rescinded,VBD,2,Y,N,obj,6,1,transf-nomod
.,rescinded,VBD,2,Y,N,obj,6,1,transf-nomod
The,rescinded,VBD,2,Y,N,nobj,5,1,transf-nomod
government,rescinded,VBD,2,Y,N,nobj,5,1,transf-nomod
rescinded,rescinded,VBD,2,Y,N,nobj,5,1,transf-nomod
recently,rescinded,VBD,2,Y,N,nobj,5,1,transf-nomod
.,rescinded,VBD,2,Y,N,nobj,5,1,transf-nomod
The,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
government,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
was,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
rapidly,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
and,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
entirely,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
rescinded,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
recently,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
.,rescinded,VBD,2,Y,N,obj,9,1,transf-mod
The,rescinded,VBD,2,Y,N,nobj,8,1,transf-mod
government,rescinded,VBD,2,Y,N,nobj,8,1,transf-mod
rapidly,rescinded,VBD,2,Y,N,nobj,8,1,transf-mod
and,rescinded,VBD,2,Y,N,nobj,8,1,transf-mod
entirely,rescinded,VBD,2,Y,N,nobj,8,1,transf-mod
rescinded,rescinded,VBD,2,Y,N,nobj,8,1,transf-mod
recently,rescinded,VBD,2,Y,N,nobj,8,1,transf-mod
.,rescinded,VBD,2,Y,N,nobj,8,1,transf-mod
The,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
government,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
was,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
rapidly,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
entirely,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
and,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
quickly,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
rescinded,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
recently,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
.,rescinded,VBD,2,Y,N,obj,12,1,transf-longmod
The,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
government,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
rapidly,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
entirely,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
and,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
quickly,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
rescinded,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
recently,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
.,rescinded,VBD,2,Y,N,nobj,11,1,transf-longmod
The,rescinded,VBD,2,Y,N,obj,6,2,transf-nomod
spokesman,rescinded,VBD,2,Y,N,obj,6,2,transf-nomod
was,rescinded,VBD,2,Y,N,obj,6,2,transf-nomod
rescinded,rescinded,VBD,2,Y,N,obj,6,2,transf-nomod
today,rescinded,VBD,2,Y,N,obj,6,2,transf-nomod
.,rescinded,VBD,2,Y,N,obj,6,2,transf-nomod
The,rescinded,VBD,2,Y,N,nobj,5,2,transf-nomod
spokesman,rescinded,VBD,2,Y,N,nobj,5,2,transf-nomod
rescinded,rescinded,VBD,2,Y,N,nobj,5,2,transf-nomod
today,rescinded,VBD,2,Y,N,nobj,5,2,transf-nomod
.,rescinded,VBD,2,Y,N,nobj,5,2,transf-nomod
The,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
spokesman,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
was,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
entirely,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
and,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
easily,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
rescinded,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
today,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
.,rescinded,VBD,2,Y,N,obj,9,2,transf-mod
The,rescinded,VBD,2,Y,N,nobj,8,2,transf-mod
spokesman,rescinded,VBD,2,Y,N,nobj,8,2,transf-mod
entirely,rescinded,VBD,2,Y,N,nobj,8,2,transf-mod
and,rescinded,VBD,2,Y,N,nobj,8,2,transf-mod
easily,rescinded,VBD,2,Y,N,nobj,8,2,transf-mod
rescinded,rescinded,VBD,2,Y,N,nobj,8,2,transf-mod
today,rescinded,VBD,2,Y,N,nobj,8,2,transf-mod
.,rescinded,VBD,2,Y,N,nobj,8,2,transf-mod
The,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
spokesman,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
was,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
entirely,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
easily,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
and,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
directly,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
rescinded,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
today,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
.,rescinded,VBD,2,Y,N,obj,12,2,transf-longmod
The,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
spokesman,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
entirely,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
easily,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
and,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
directly,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
rescinded,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
today,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
.,rescinded,VBD,2,Y,N,nobj,11,2,transf-longmod
The,rescinded,VBD,2,Y,N,obj,6,3,transf-nomod
lawyer,rescinded,VBD,2,Y,N,obj,6,3,transf-nomod
was,rescinded,VBD,2,Y,N,obj,6,3,transf-nomod
rescinded,rescinded,VBD,2,Y,N,obj,6,3,transf-nomod
today,rescinded,VBD,2,Y,N,obj,6,3,transf-nomod
.,rescinded,VBD,2,Y,N,obj,6,3,transf-nomod
The,rescinded,VBD,2,Y,N,nobj,5,3,transf-nomod
lawyer,rescinded,VBD,2,Y,N,nobj,5,3,transf-nomod
rescinded,rescinded,VBD,2,Y,N,nobj,5,3,transf-nomod
today,rescinded,VBD,2,Y,N,nobj,5,3,transf-nomod
.,rescinded,VBD,2,Y,N,nobj,5,3,transf-nomod
The,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
lawyer,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
was,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
entirely,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
and,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
immediately,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
rescinded,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
today,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
.,rescinded,VBD,2,Y,N,obj,9,3,transf-mod
The,rescinded,VBD,2,Y,N,nobj,8,3,transf-mod
lawyer,rescinded,VBD,2,Y,N,nobj,8,3,transf-mod
entirely,rescinded,VBD,2,Y,N,nobj,8,3,transf-mod
and,rescinded,VBD,2,Y,N,nobj,8,3,transf-mod
immediately,rescinded,VBD,2,Y,N,nobj,8,3,transf-mod
rescinded,rescinded,VBD,2,Y,N,nobj,8,3,transf-mod
today,rescinded,VBD,2,Y,N,nobj,8,3,transf-mod
.,rescinded,VBD,2,Y,N,nobj,8,3,transf-mod
The,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
lawyer,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
was,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
entirely,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
immediately,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
and,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
directly,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
rescinded,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
today,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
.,rescinded,VBD,2,Y,N,obj,12,3,transf-longmod
The,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
lawyer,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
entirely,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
immediately,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
and,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
directly,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
rescinded,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
today,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
.,rescinded,VBD,2,Y,N,nobj,11,3,transf-longmod
The,rescinded,VBD,2,Y,N,obj,6,4,transf-nomod
government,rescinded,VBD,2,Y,N,obj,6,4,transf-nomod
was,rescinded,VBD,2,Y,N,obj,6,4,transf-nomod
rescinded,rescinded,VBD,2,Y,N,obj,6,4,transf-nomod
yesterday,rescinded,VBD,2,Y,N,obj,6,4,transf-nomod
.,rescinded,VBD,2,Y,N,obj,6,4,transf-nomod
The,rescinded,VBD,2,Y,N,nobj,5,4,transf-nomod
government,rescinded,VBD,2,Y,N,nobj,5,4,transf-nomod
rescinded,rescinded,VBD,2,Y,N,nobj,5,4,transf-nomod
yesterday,rescinded,VBD,2,Y,N,nobj,5,4,transf-nomod
.,rescinded,VBD,2,Y,N,nobj,5,4,transf-nomod
The,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
government,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
was,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
easily,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
and,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
immediately,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
rescinded,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
yesterday,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
.,rescinded,VBD,2,Y,N,obj,9,4,transf-mod
The,rescinded,VBD,2,Y,N,nobj,8,4,transf-mod
government,rescinded,VBD,2,Y,N,nobj,8,4,transf-mod
easily,rescinded,VBD,2,Y,N,nobj,8,4,transf-mod
and,rescinded,VBD,2,Y,N,nobj,8,4,transf-mod
immediately,rescinded,VBD,2,Y,N,nobj,8,4,transf-mod
rescinded,rescinded,VBD,2,Y,N,nobj,8,4,transf-mod
yesterday,rescinded,VBD,2,Y,N,nobj,8,4,transf-mod
.,rescinded,VBD,2,Y,N,nobj,8,4,transf-mod
The,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
government,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
was,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
easily,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
immediately,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
and,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
quickly,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
rescinded,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
yesterday,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
.,rescinded,VBD,2,Y,N,obj,12,4,transf-longmod
The,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
government,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
easily,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
immediately,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
and,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
quickly,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
rescinded,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
yesterday,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
.,rescinded,VBD,2,Y,N,nobj,11,4,transf-longmod
Some,rescinded,VBD,2,Y,N,obj,6,5,transf-nomod
officer,rescinded,VBD,2,Y,N,obj,6,5,transf-nomod
was,rescinded,VBD,2,Y,N,obj,6,5,transf-nomod
rescinded,rescinded,VBD,2,Y,N,obj,6,5,transf-nomod
yesterday,rescinded,VBD,2,Y,N,obj,6,5,transf-nomod
.,rescinded,VBD,2,Y,N,obj,6,5,transf-nomod
Some,rescinded,VBD,2,Y,N,nobj,5,5,transf-nomod
officer,rescinded,VBD,2,Y,N,nobj,5,5,transf-nomod
rescinded,rescinded,VBD,2,Y,N,nobj,5,5,transf-nomod
yesterday,rescinded,VBD,2,Y,N,nobj,5,5,transf-nomod
.,rescinded,VBD,2,Y,N,nobj,5,5,transf-nomod
Some,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
officer,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
was,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
rapidly,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
and,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
entirely,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
rescinded,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
yesterday,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
.,rescinded,VBD,2,Y,N,obj,9,5,transf-mod
Some,rescinded,VBD,2,Y,N,nobj,8,5,transf-mod
officer,rescinded,VBD,2,Y,N,nobj,8,5,transf-mod
rapidly,rescinded,VBD,2,Y,N,nobj,8,5,transf-mod
and,rescinded,VBD,2,Y,N,nobj,8,5,transf-mod
entirely,rescinded,VBD,2,Y,N,nobj,8,5,transf-mod
rescinded,rescinded,VBD,2,Y,N,nobj,8,5,transf-mod
yesterday,rescinded,VBD,2,Y,N,nobj,8,5,transf-mod
.,rescinded,VBD,2,Y,N,nobj,8,5,transf-mod
Some,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
officer,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
was,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
rapidly,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
entirely,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
and,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
easily,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
rescinded,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
yesterday,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
.,rescinded,VBD,2,Y,N,obj,12,5,transf-longmod
Some,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
officer,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
rapidly,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
entirely,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
and,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
easily,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
rescinded,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
yesterday,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
.,rescinded,VBD,2,Y,N,nobj,11,5,transf-longmod
The,rescinded,VBD,2,Y,N,obj,6,6,transf-nomod
president,rescinded,VBD,2,Y,N,obj,6,6,transf-nomod
was,rescinded,VBD,2,Y,N,obj,6,6,transf-nomod
rescinded,rescinded,VBD,2,Y,N,obj,6,6,transf-nomod
today,rescinded,VBD,2,Y,N,obj,6,6,transf-nomod
.,rescinded,VBD,2,Y,N,obj,6,6,transf-nomod
The,rescinded,VBD,2,Y,N,nobj,5,6,transf-nomod
president,rescinded,VBD,2,Y,N,nobj,5,6,transf-nomod
rescinded,rescinded,VBD,2,Y,N,nobj,5,6,transf-nomod
today,rescinded,VBD,2,Y,N,nobj,5,6,transf-nomod
.,rescinded,VBD,2,Y,N,nobj,5,6,transf-nomod
The,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
president,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
was,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
immediately,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
and,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
rapidly,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
rescinded,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
today,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
.,rescinded,VBD,2,Y,N,obj,9,6,transf-mod
The,rescinded,VBD,2,Y,N,nobj,8,6,transf-mod
president,rescinded,VBD,2,Y,N,nobj,8,6,transf-mod
immediately,rescinded,VBD,2,Y,N,nobj,8,6,transf-mod
and,rescinded,VBD,2,Y,N,nobj,8,6,transf-mod
rapidly,rescinded,VBD,2,Y,N,nobj,8,6,transf-mod
rescinded,rescinded,VBD,2,Y,N,nobj,8,6,transf-mod
today,rescinded,VBD,2,Y,N,nobj,8,6,transf-mod
.,rescinded,VBD,2,Y,N,nobj,8,6,transf-mod
The,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
president,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
was,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
immediately,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
rapidly,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
and,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
entirely,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
rescinded,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
today,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
.,rescinded,VBD,2,Y,N,obj,12,6,transf-longmod
The,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
president,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
immediately,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
rapidly,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
and,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
entirely,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
rescinded,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
today,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
.,rescinded,VBD,2,Y,N,nobj,11,6,transf-longmod
The,rescinded,VBD,2,Y,N,obj,6,7,transf-nomod
lawyer,rescinded,VBD,2,Y,N,obj,6,7,transf-nomod
was,rescinded,VBD,2,Y,N,obj,6,7,transf-nomod
rescinded,rescinded,VBD,2,Y,N,obj,6,7,transf-nomod
yesterday,rescinded,VBD,2,Y,N,obj,6,7,transf-nomod
.,rescinded,VBD,2,Y,N,obj,6,7,transf-nomod
The,rescinded,VBD,2,Y,N,nobj,5,7,transf-nomod
lawyer,rescinded,VBD,2,Y,N,nobj,5,7,transf-nomod
rescinded,rescinded,VBD,2,Y,N,nobj,5,7,transf-nomod
yesterday,rescinded,VBD,2,Y,N,nobj,5,7,transf-nomod
.,rescinded,VBD,2,Y,N,nobj,5,7,transf-nomod
The,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
lawyer,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
was,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
easily,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
and,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
rapidly,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
rescinded,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
yesterday,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
.,rescinded,VBD,2,Y,N,obj,9,7,transf-mod
The,rescinded,VBD,2,Y,N,nobj,8,7,transf-mod
lawyer,rescinded,VBD,2,Y,N,nobj,8,7,transf-mod
easily,rescinded,VBD,2,Y,N,nobj,8,7,transf-mod
and,rescinded,VBD,2,Y,N,nobj,8,7,transf-mod
rapidly,rescinded,VBD,2,Y,N,nobj,8,7,transf-mod
rescinded,rescinded,VBD,2,Y,N,nobj,8,7,transf-mod
yesterday,rescinded,VBD,2,Y,N,nobj,8,7,transf-mod
.,rescinded,VBD,2,Y,N,nobj,8,7,transf-mod
The,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
lawyer,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
was,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
easily,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
rapidly,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
",",rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
and,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
directly,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
rescinded,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
yesterday,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
.,rescinded,VBD,2,Y,N,obj,12,7,transf-longmod
The,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
lawyer,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
easily,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
rapidly,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
",",rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
and,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
directly,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
rescinded,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
yesterday,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
.,rescinded,VBD,2,Y,N,nobj,11,7,transf-longmod
Some,rescinded,VBD,2,Y,N,obj,6,8,transf-nomod
government,rescinded,VBD,2,Y,N,obj,6,8,transf-nomod
was,rescinded,VBD,2,Y,N,obj,6,8,transf-nomod
rescinded,rescinded,VBD,2,Y,N,obj,6,8,transf-nomod
today,rescinded,VBD,2,Y,N,obj,6,8,transf-nomod
.,rescinded,VBD,2,Y,N,obj,6,8,transf-nomod
Some,rescinded,VBD,2,Y,N,nobj,5,8,transf-nomod
government,rescinded,VBD,2,Y,N,nobj,5,8,transf-nomod
rescinded,rescinded,VBD,2,Y,N,nobj,5,8,transf-nomod
today,rescinded,VBD,2,Y,N,nobj,5,8,transf-nomod
.,rescinded,VBD,2,Y,N,nobj,5,8,transf-nomod
Some,rescinded,VBD,2,Y,N,obj,9,8,transf-mod
government,rescinded,VBD,2,Y,N,obj,9,8,transf-mod
