,word,lemma,ptb_pos,has_dobj,has_nsubjpass,count
126,adopts,adopt,VBZ,True,False,1
127,adorned,adorn,VBN,False,False,1
128,adulterated,adulterate,VBD,True,False,1
129,advance,advance,VB,True,False,1
130,advanced,advance,VBD,False,False,1
131,advertised,advertise,VBN,False,False,1
132,advertised,advertise,VBN,False,True,1
133,advice,advice,VB,False,False,1
134,advice,advice,VB,True,False,1
135,advise,advise,VB,False,False,8
136,advise,advise,VB,True,False,2
137,advise,advise,VBP,True,False,1
138,advised,advise,VBN,False,False,2
139,advised,advise,VBN,False,True,4
140,advises,advise,VBZ,True,False,2
141,advising,advise,VBG,True,False,1
142,affect,affect,VB,True,False,4
143,affected,affect,VBN,False,False,4
144,affected,affect,VBN,False,True,1
145,affected,affect,VBN,True,False,1
146,affecting,affect,VBG,True,False,3
147,affects,affect,VBZ,True,False,2
148,affirm,affirm,VBP,True,False,2
149,affirmed,affirm,VBD,True,False,1
150,affirms,affirm,VBZ,True,False,1
151,afford,afford,VB,False,False,8
152,afford,afford,VB,True,False,5
153,affords,afford,VBZ,True,False,1
154,aged,age,VBN,False,False,1
155,aggravated,aggravate,VBN,False,False,3
156,agree,agree,VB,False,False,4
157,agree,agree,VBP,False,False,16
158,agreed,agree,VBD,False,False,7
159,agreed,agree,VBN,False,False,8
160,agreed,agree,VBN,False,True,2
161,agreeing,agree,VBG,False,False,3
162,agrees,agree,VBZ,False,False,4
163,aid,aid,VB,False,False,2
164,aid,aid,VB,True,False,2
165,aiding,aid,VBG,True,False,1
166,aimed,aim,VBN,False,False,2
167,aiming,aim,VBG,False,False,1
168,aims,aim,VBZ,False,False,1
169,airlifted,airlift,VBN,False,True,1
170,alerted,alert,VBD,True,False,1
171,alerted,alert,VBN,True,False,1
172,alienating,alienate,VBG,True,False,1
173,allege,allege,VBP,False,False,2
174,alleged,allege,VBD,False,False,2
175,alleged,allege,VBN,False,False,2
176,alleged,allege,VBN,False,True,1
177,allegedly,allegedly,VBN,False,False,1
178,allocate,allocate,VB,True,False,2
179,allocated,allocate,VBD,False,False,1
180,allocated,allocate,VBN,False,False,6
181,allocated,allocate,VBN,False,True,1
182,allot,allot,VB,True,False,1
183,allow,allow,VB,False,False,3
184,allow,allow,VB,True,False,11
185,allow,allow,VBP,True,False,2
186,allowed,allow,VBD,True,False,3
187,allowed,allow,VBN,False,False,3
188,allowed,allow,VBN,False,True,10
189,allowed,allow,VBN,True,False,1
190,allowed,allow,VBN,True,True,1
191,allowing,allow,VBG,True,False,1
192,allows,allow,VBZ,True,False,1
193,ally,ally,VB,True,False,1
194,alter,alter,VB,True,False,2
195,altered,alter,VBN,True,False,1
196,altering,alter,VBG,True,False,1
197,alternating,alternate,VBG,False,False,1
198,am,be,VBP,False,False,4
199,amaze,amaze,VB,True,False,1
200,amazed,amaze,VBN,False,True,1
201,amazes,amaze,VBZ,True,False,2
202,amend,amend,VB,True,False,3
203,amended,amend,VBN,False,False,1
204,amended,amend,VBN,True,False,1
205,amends,amend,VBZ,True,False,1
206,amount,amount,VBP,False,False,1
207,amplifiaed,amplifia,VBN,False,True,1
208,amplified,amplify,VBN,True,False,1
209,analyze,analyze,VB,True,False,1
210,analyzed,analyze,VBN,True,False,1
211,anger,anger,VB,True,False,1
212,annexed,annex,VBD,True,False,1
213,annotated,annotate,VBN,False,False,1
214,announce,announce,VB,True,False,1
215,announced,announce,VBD,False,False,5
216,announced,announce,VBD,True,False,2
217,announced,announce,VBN,False,False,1
218,announced,announce,VBN,False,True,6
219,announced,announce,VBN,True,False,3
220,announcing,announce,VBG,False,False,1
221,annoy,annoy,VB,True,False,1
222,answer,answer,VB,True,False,10
223,answer,answer,VBP,True,False,1
224,answered,answer,VBD,True,False,5
225,answered,answer,VBN,False,False,2
226,answered,answer,VBN,False,True,3
227,answering,answer,VBG,True,False,4
228,answers,answer,VB,False,False,1
229,answers,answer,VBZ,True,False,1
230,answetred,answetr,VBD,True,False,1
231,anticipate,anticipate,VBP,False,False,2
232,anticipate,anticipate,VBP,True,False,1
233,anticipated,anticipate,VBN,False,False,2
234,anticipated,anticipate,VBN,True,False,1
235,anticipates,anticipate,VBZ,False,False,1
236,anticipating,anticipate,VBG,False,False,1
237,apologised,apologise,VBD,False,False,1
238,apologize,apologize,VB,False,False,1
239,apologize,apologize,VBP,False,False,6
240,appalled,appal,VBN,False,True,1
241,appear,appear,VB,False,False,3
242,appear,appear,VBP,False,False,1
243,appeared,appear,VBD,False,False,6
244,appeared,appear,VBN,False,False,2
245,appears,appear,VBZ,False,False,10
246,appease,appease,VB,True,False,1
247,applaud,applaud,VBP,True,False,1
248,applied,apply,VBD,False,False,2
249,applied,apply,VBD,True,False,2
250,applied,apply,VBN,False,False,3
251,applied,apply,VBN,False,True,1
252,applies,apply,VBZ,False,False,3
253,applies,apply,VBZ,True,False,1
254,apply,apply,VB,False,False,15
255,apply,apply,VB,True,False,4
256,apply,apply,VBP,False,False,1
257,apply,apply,VBP,True,False,1
258,applying,apply,VBG,False,False,2
259,appointed,appoint,VBN,False,False,1
260,appologized,appologize,VBD,False,False,1
261,appreciate,appreciate,VB,False,False,1
262,appreciate,appreciate,VB,True,False,8
263,appreciate,appreciate,VBP,False,False,2
264,appreciate,appreciate,VBP,True,False,7
265,appreciated,appreciate,VBD,True,False,2
266,appreciated,appreciate,VBN,False,False,1
267,appreciated,appreciate,VBN,False,True,13
268,apprenticed,apprentice,VBD,False,False,1
269,apprised,apprise,VBN,False,False,1
270,approach,approach,VB,True,False,1
271,approached,approach,VBD,True,False,3
272,approaches,approach,VBZ,False,False,1
273,appropriated,appropriate,VBN,False,True,1
274,appropriating,appropriate,VBG,False,False,2
275,approve,approve,VB,False,False,1
276,approve,approve,VB,True,False,8
277,approve,approve,VBP,False,False,1
278,approved,approve,VBD,False,False,6
279,approved,approve,VBD,True,False,2
280,approved,approve,VBN,False,False,9
281,approved,approve,VBN,False,True,4
282,approved,approve,VBN,True,False,2
283,approves,approve,VBZ,False,False,1
284,aquire,aquire,VB,True,False,1
285,ar,ar,VBP,False,False,1
286,are,be,VBP,False,False,158
287,argue,argue,VB,False,False,8
288,argue,argue,VBP,False,False,1
289,argued,argue,VBD,False,False,4
290,argued,argue,VBN,False,False,1
291,argued,argue,VBN,False,True,2
292,arguing,argue,VBG,False,False,1
293,arises,arise,VBZ,False,False,1
294,arising,arise,VBG,False,False,2
295,arm,arm,VB,True,False,1
296,arm,arm,VBP,False,False,1
297,armed,arm,VBN,False,False,1
298,arose,arise,VBD,False,False,1
299,arrange,arrange,VB,False,False,3
300,arrange,arrange,VB,True,False,3
301,arranged,arrange,VBN,False,True,1
302,arranging,arrange,VBG,False,False,1
303,arranging,arrange,VBG,True,False,1
304,arrayed,array,VBN,False,False,2
305,arrest,arrest,VB,True,False,2
306,arrested,arrest,VBD,True,False,2
307,arrested,arrest,VBN,False,False,1
308,arrested,arrest,VBN,False,True,6
309,arresting,arrest,VBG,True,False,1
310,arrive,arrive,VB,False,False,4
311,arrive,arrive,VBP,False,False,6
312,arrived,arrive,VBD,False,False,12
313,arrived,arrive,VBN,False,False,2
314,arriving,arrive,VBG,False,False,5
315,arrv.,arrv.,VB,False,False,3
316,arrv.,arrv.,VB,True,False,1
317,articulating,articulate,VBG,False,False,1
318,articulating,articulate,VBG,True,False,1
319,ascertain,ascertain,VB,False,False,1
320,ask,ask,VB,False,False,20
321,ask,ask,VB,True,False,25
322,ask,ask,VBP,False,False,5
323,ask,ask,VBP,True,False,5
324,asked,ask,VBD,False,False,42
325,asked,ask,VBD,True,False,14
326,asked,ask,VBN,False,False,11
327,asked,ask,VBN,False,True,1
328,asked,ask,VBN,True,False,3
329,asked,ask,VBN,True,True,1
330,asking,ask,VBG,False,False,10
331,asking,ask,VBG,True,False,7
332,asks,ask,VBZ,False,False,1
333,aspected,aspect,VBN,False,True,1
334,aspire,aspire,VBP,False,False,1
335,aspiring,aspire,VBG,False,False,1
336,assassinate,assassinate,VB,True,False,2
337,assassinated,assassinate,VBN,False,False,1
338,assassinated,assassinate,VBN,False,True,3
339,assaulted,assault,VBN,False,True,1
340,assemble,assemble,VB,True,False,1
341,assembled,assemble,VBN,False,True,1
342,assert,assert,VB,True,False,1
343,asserted,assert,VBD,False,False,1
344,assess,assess,VB,False,False,1
345,assess,assess,VB,True,False,1
346,assessing,assess,VBG,True,False,1
347,assigned,assign,VBN,False,False,3
348,assigned,assign,VBN,False,True,6
349,assigned,assign,VBN,True,True,3
350,assigning,assign,VBG,True,False,1
351,assist,assist,VB,False,False,1
352,assist,assist,VB,True,False,7
353,assisted,assist,VBD,True,False,1
354,assisting,assist,VBG,False,False,2
355,assisting,assist,VBG,True,False,1
356,associate,associate,VB,True,False,3
357,associated,associate,VBN,False,False,4
358,associated,associate,VBN,False,True,3
359,associates,associate,NNS,False,False,1
360,assuage,assuage,VB,True,False,1
361,assume,assume,VB,False,False,5
362,assume,assume,VB,True,False,1
363,assume,assume,VBP,False,False,7
364,assumed,assume,VBD,True,False,1
365,assumed,assume,VBN,False,False,1
366,assumes,assume,VBZ,True,False,1
367,assuming,assume,VBG,False,False,7
368,assuming,assume,VBG,True,False,1
369,assure,assure,VB,True,False,1
370,assure,assure,VBP,True,False,1
371,assured,assure,VBD,False,False,1
372,assured,assure,VBD,True,False,1
373,assured,assure,VBN,False,False,2
374,assured,assure,VBN,False,True,2
375,assured,assure,VBN,True,False,1
376,assuring,assure,VBG,True,False,1
377,aswered,aswer,VBD,True,False,1
378,aswering,aswer,VBG,True,False,1
379,ate,eat,VBD,False,False,2
380,ate,eat,VBD,True,False,2
381,ate,eat,VBN,False,False,1
382,atrophied,atrophy,VBN,False,False,1
383,attach,attach,VB,True,False,4
384,attach,attach,VBP,True,False,1
385,attached,attach,VBD,True,False,1
386,attached,attach,VBN,False,False,61
387,attached,attach,VBN,False,True,34
388,attached,attach,VBN,True,False,3
389,attaching,attach,VBG,True,False,1
390,attack,attack,VB,True,False,4
391,attack,attack,VBP,True,False,4
392,attacked,attack,VBD,True,False,1
393,attacked,attack,VBN,False,True,4
394,attacked,attack,VBN,True,False,1
395,attacking,attack,VBG,True,False,1
396,attacks,attack,VBZ,True,False,3
397,attain,attain,VB,False,False,1
398,attain,attain,VB,True,False,2
399,attempt,attempt,VB,False,False,2
400,attempted,attempt,VBD,False,False,4
401,attempted,attempt,VBN,False,False,2
402,attempting,attempt,VBG,False,False,4
403,attend,attend,VB,False,False,14
404,attend,attend,VB,True,False,12
405,attend,attend,VBP,True,False,1
406,attended,attend,VBD,True,False,1
407,attended,attend,VBN,False,False,3
408,attended,attend,VBN,False,True,1
409,attended,attend,VBN,True,False,3
410,attending,attend,VBG,False,False,1
411,attending,attend,VBG,True,False,2
412,attest,attest,VB,False,False,1
413,attract,attract,VB,True,False,4
414,attracted,attract,VBN,False,False,1
415,attracted,attract,VBN,True,False,1
416,attracts,attract,VBZ,True,False,1
417,attributed,attribute,VBD,True,False,1
418,attributed,attribute,VBN,False,True,1
419,attributing,attribute,VBG,True,False,1
420,audit,audit,VB,True,False,1
421,authored,author,VBD,False,False,1
422,authorised,authorise,VBN,False,False,1
423,authorized,authorize,VBN,False,False,2
424,authorized,authorize,VBN,True,False,1
425,authorizing,authorize,VBG,True,False,1
426,availed,avail,VBD,True,False,1
427,averaging,average,VBG,True,False,1
428,averted,avert,VBN,False,True,1
429,avoid,avoid,VB,False,False,7
430,avoid,avoid,VB,True,False,4
431,avoided,avoid,VBD,False,False,1
432,avoided,avoid,VBN,False,False,1
433,avoided,avoid,VBN,False,True,1
434,avoiding,avoid,VBG,True,False,3
435,await,await,VBP,True,False,1
436,awaited,await,VBN,False,False,1
437,awaiting,await,VBG,False,False,1
438,awaiting,await,VBG,True,False,1
439,awarded,award,VBN,False,False,3
440,awarded,award,VBN,True,True,4
441,b.,b.,VBN,False,False,1
442,back,back,VB,False,False,1
443,back,back,VB,True,False,2
444,back,back,VBP,True,False,1
445,backed,back,VBD,False,False,1
446,backed,back,VBN,False,False,3
447,backed,back,VBN,False,True,2
448,backed,back,VBN,True,False,2
449,backing,back,VBG,True,False,2
450,backpedalling,backpedal,VBG,False,False,1
451,baffled,baffle,VBN,False,False,1
452,bait,bait,VB,False,False,1
453,bake,bake,VBP,True,False,1
454,baked,bake,VBN,False,False,1
455,balance,balance,VB,False,False,1
456,balding,bald,VBG,False,False,1
457,ban,ban,VB,True,False,2
458,ban,ban,VBP,False,False,1
459,bang,bang,VB,True,False,1
460,banging,bang,VBG,False,False,1
461,bankroll,bankroll,VB,True,False,1
462,banned,ban,VBD,True,False,1
463,banned,ban,VBN,False,True,2
464,bans,ban,VBZ,True,False,1
465,bar,bar,VB,True,False,1
466,bare,bare,VB,False,False,1
467,bargain,bargain,VB,False,False,1
468,bark,bark,VB,False,False,1
469,barring,bar,VBG,False,False,1
470,base,base,VB,True,False,1
471,based,base,VBN,False,False,45
472,based,base,VBN,False,True,13
473,basking,bask,VBG,False,False,2
474,bathed,bath,VBN,False,False,1
475,battered,batter,VBN,True,False,1
476,battle,battle,VB,True,False,1
477,battles,battle,VBZ,False,False,1
478,battling,battle,VBG,False,False,1
479,be,be,VB,False,False,79
480,bear,bear,VB,False,False,1
481,bear,bear,VB,True,False,1
482,bearded,beard,VBN,False,False,3
483,beared,bear,VBD,True,False,1
484,bearing,bear,VBG,True,False,1
485,bears,bear,VBZ,False,False,1
486,bears,bear,VBZ,True,False,1
487,beat,beat,VB,False,False,1
488,beat,beat,VB,True,False,4
489,beat,beat,VBD,True,False,1
490,beat,beat,VBN,False,True,1
491,beat,beat,VBP,True,False,1
492,beating,beat,VBG,True,False,2
493,beats,beat,VBZ,False,False,1
494,beats,beat,VBZ,True,False,1
495,became,become,VBD,False,False,14
496,became,become,VBD,True,False,1
497,became,become,VBN,False,False,1
498,become,become,VB,False,False,18
499,become,become,VB,True,False,3
500,become,become,VBN,False,False,24
501,become,become,VBN,False,True,1
502,become,become,VBN,True,False,1
503,become,become,VBP,False,False,3
504,becomes,become,VBZ,False,False,5
505,becoming,become,VBG,False,False,5
506,becoming,become,VBG,True,False,1
507,bed,bed,VBN,False,False,1
508,bedeviling,bedevil,VBG,True,False,1
509,beef,beef,VB,True,False,1
510,been,be,VBN,False,False,26
511,befuddled,befuddle,VBN,False,False,2
512,beg,beg,VB,False,False,1
513,beg,beg,VBP,False,False,1
514,began,begin,VBD,False,False,14
515,began,begin,VBD,True,False,4
516,begin,begin,VB,False,False,10
517,begin,begin,VB,True,False,1
518,begin,begin,VBP,False,False,5
519,begin,begin,VBP,True,False,1
520,beginning,begin,VBG,False,False,8
521,begins,begin,VBZ,False,False,2
522,begs,beg,VBZ,True,False,1
523,begun,begin,VBN,False,False,4
524,begun,begin,VBN,False,True,1
525,begun,begin,VBN,True,False,2
526,behead,behead,VB,True,False,1
527,being,be,VBG,False,False,4
528,believe,believe,VB,False,False,15
529,believe,believe,VB,True,False,7
530,believe,believe,VBP,False,False,39
531,believe,believe,VBP,True,False,4
532,believed,believe,VBD,False,False,7
533,believed,believe,VBD,True,False,1
534,believed,believe,VBN,False,False,2
535,believed,believe,VBN,False,True,4
536,believes,believe,VBZ,False,False,11
537,believes,believe,VBZ,True,False,1
538,believing,believe,VBG,False,False,1
539,belittle,belittle,VB,True,False,1
540,belive,belive,VB,False,False,1
541,belong,belong,VB,False,False,2
542,belong,belong,VBP,False,False,1
543,belonged,belong,VBD,False,False,3
544,belonging,belong,VBG,False,False,2
545,belongs,belong,VBZ,False,False,2
546,bending,bend,VBG,False,False,4
547,benefit,benefit,VB,False,False,4
548,benefit,benefit,VB,True,False,1
549,benefiting,benefit,VBG,True,False,1
550,benefits,benefit,VBZ,True,False,1
551,bent,bend,VBN,False,True,1
552,beseech,beseech,VB,True,False,1
553,bet,bet,VB,False,False,1
554,bet,bet,VBP,False,False,2
555,beware,beware,VB,False,False,7
556,bid,bid,VBD,False,False,1
557,bid,bid,VBN,True,False,1
558,bidding,bid,VBG,False,False,1
559,biking,bike,VBG,False,False,1
560,bilked,bilk,VBN,False,True,1
561,bill,bill,VBP,False,False,1
562,bill,bill,VBP,True,False,1
563,binding,bind,VBG,False,False,1
564,bite,bite,VB,False,False,3
565,bite,bite,VB,True,False,5
566,bite,bite,VBP,False,False,1
567,bites,bite,VBZ,False,False,1
568,bites,bite,VBZ,True,False,2
569,biting,bite,VBG,False,False,6
570,biting,bite,VBG,True,False,2
571,blackline,blackline,VB,False,False,1
572,blacklined,blackline,VBN,False,False,2
573,blame,blame,VB,True,False,1
574,blame,blame,VBP,True,False,2
575,blames,blame,VBZ,True,False,2
576,blaming,blame,VBG,False,False,1
577,blaming,blame,VBG,True,False,1
578,blasted,blast,VBN,False,True,1
579,bleeding,bleed,VBG,False,False,2
580,bleeding,bleed,VBG,True,False,1
581,blend,blend,VB,True,False,1
582,blended,blend,VBD,False,False,2
583,blended,blend,VBD,True,False,1
584,blending,blend,VBG,False,False,1
585,bless,bless,VB,False,False,1
586,bless,bless,VB,True,False,2
587,bless,bless,VBP,False,False,1
588,blessed,bless,VBN,False,True,2
589,blew,blow,VBD,False,False,1
590,blew,blow,VBD,True,False,2
591,blinked,blink,VBD,False,False,1
592,block,block,VBP,True,False,1
593,blocked,block,VBN,False,False,1
594,blog,blog,VB,True,False,1
595,blogging,blogg,VBG,True,False,1
596,blooded,blood,VBN,False,False,1
597,bloodying,bloody,VBG,True,False,1
598,blooming,bloom,VBG,False,False,2
599,blow,blow,VB,False,False,2
600,blow,blow,VB,True,False,4
601,blow,blow,VBP,False,False,1
602,blowing,blow,VBG,False,False,1
603,blowing,blow,VBG,True,False,1
604,blown,blow,VBN,False,False,4
605,blown,blow,VBN,True,False,2
606,blows,blow,VBZ,False,False,3
607,blows,blow,VBZ,True,False,1
608,blur,blur,VB,True,False,1
609,blurring,blur,VBG,True,False,1
610,blush,blush,VB,False,False,1
611,board,board,VB,False,False,1
612,board,board,VB,True,False,3
613,board,board,VBP,False,False,1
614,boarding,board,VBG,False,False,1
615,boast,boast,VB,False,False,1
616,boasting,boast,VBG,False,False,1
617,boasts,boast,VBZ,True,False,2
618,bode,bode,VB,False,False,1
619,boggles,boggle,VBZ,True,False,1
620,boil,boil,VB,True,False,1
621,boiled,boil,VBN,False,False,3
622,bomb,bomb,VB,True,False,2
623,bombed,bomb,VBN,False,True,2
624,bondad,bondad,VBN,False,False,2
625,bonded,bond,VBN,False,True,1
626,boob,boob,VB,False,False,2
627,book,book,VB,False,False,4
628,book,book,VB,True,False,5
629,book,book,VBP,True,False,2
630,booked,book,VBD,False,False,3
631,booked,book,VBD,True,False,2
632,booked,book,VBN,False,False,1
633,booked,book,VBN,False,True,7
634,booked,book,VBN,True,False,2
635,booking,book,VBG,False,False,1
636,booking,book,VBG,True,False,1
637,booming,boom,VBG,False,False,1
638,boosted,boost,VBN,False,False,1
639,boot,boot,VB,False,False,2
640,bore,bear,VBD,True,False,1
641,born,bear,VBN,False,False,7
642,born,bear,VBN,False,True,16
643,borrow,borrow,VB,True,False,1
644,botched,botch,VBN,False,False,1
645,bother,bother,VB,False,False,7
646,bother,bother,VB,True,False,2
647,bothered,bother,VBD,False,False,1
648,bothered,bother,VBN,False,False,3
649,botn,botn,VBN,False,True,1
650,bought,buy,VBD,False,False,1
651,bought,buy,VBD,True,False,11
652,bought,buy,VBN,False,False,2
653,bought,buy,VBN,True,False,2
654,bouild,bouild,VB,True,False,1
655,bounces,bounce,VBZ,False,False,1
656,box,box,VB,False,False,1
657,box,box,VBP,False,False,1
658,braced,brace,VBD,False,False,1
659,bragging,brag,VBG,False,False,1
660,braining,brain,VBG,True,False,1
661,brainstorm,brainstorm,VB,False,False,1
662,brainwash,brainwash,VB,True,False,1
663,brainwash,brainwash,VBP,True,False,1
664,brainwashed,brainwash,VBN,False,False,1
665,branching,branch,VBG,False,False,1
666,breached,breach,VBN,False,True,1
667,break,break,VB,False,False,3
668,break,break,VB,True,False,4
669,breaking,break,VBG,False,False,1
670,breaking,break,VBG,True,False,2
671,breaks,break,VBZ,False,False,1
672,breaks,break,VBZ,True,False,2
673,breathe,breathe,VB,False,False,5
674,breathing,breathe,VBG,False,False,1
675,bred,breed,VBN,False,False,1
676,breed,breed,VB,False,False,2
677,breeding,breed,VBG,False,False,3
678,breeding,breed,VBG,True,False,1
679,brief,brief,VB,True,False,2
680,briefed,brief,VBN,False,True,1
681,brimming,brim,VBG,False,False,1
682,bring,bring,VB,True,False,36
683,bring,bring,VBP,True,False,1
684,bringing,bring,VBG,True,False,8
685,brings,bring,VBZ,True,False,7
686,broached,broach,VBD,True,False,1
687,broadcast,broadcast,VBN,False,True,1
688,broke,break,VBD,False,False,8
689,broke,break,VBD,True,False,2
690,broken,break,VB,False,False,1
691,broken,break,VBN,False,False,2
692,broken,break,VBN,False,True,1
693,broken,break,VBN,True,False,1
694,brokered,broker,VBD,True,False,1
695,brokering,broker,VBG,False,False,1
696,brought,bring,VBD,True,False,20
697,brought,bring,VBN,False,True,4
698,brought,bring,VBN,True,False,2
699,browse,browse,VB,False,False,1
700,browse,browse,VB,True,False,1
701,bruised,bruise,VBD,True,False,1
702,brushing,brush,VBG,True,False,1
703,buddy,buddy,VB,False,False,1
704,budge,budge,VB,False,False,2
705,budgeted,budget,VBN,False,False,1
706,build,build,VB,False,False,1
707,build,build,VB,True,False,12
708,build,build,VBP,True,False,1
709,building,build,VBG,False,False,1
710,building,build,VBG,True,False,4
711,builds,build,VBZ,True,False,2
712,built,build,VBD,False,False,1
713,built,build,VBD,True,False,2
714,built,build,VBN,False,False,5
715,bulk,bulk,VBP,True,False,1
716,bumping,bump,VBG,False,False,1
717,bundling,bundle,VBG,True,False,1
718,bunker,bunker,VB,True,False,1
719,buring,bure,VBG,False,False,1
720,burn,burn,VB,False,False,2
721,burn,burn,VB,True,False,2
722,burning,burn,VBG,False,False,1
723,burning,burn,VBG,True,False,2
724,burrow,burrow,VB,False,False,1
725,burrowed,burrow,VBN,False,False,1
726,burrowing,burrow,VBG,False,False,1
727,burrows,burrow,VBZ,False,False,1
728,burst,burst,VBD,False,False,1
729,bust,bust,VB,True,False,1
730,bust,bust,VBD,False,False,1
731,busted,bust,VBN,True,False,1
732,butcher,butcher,VB,True,False,1
733,buttered,butter,VBN,True,False,1
734,buy,buy,VB,False,False,6
735,buy,buy,VB,True,False,40
736,buy,buy,VBP,False,False,2
737,buy,buy,VBP,True,False,6
738,buying,buy,VBG,False,False,5
739,buying,buy,VBG,True,False,11
740,by,by,VB,False,False,1
741,bypass,bypass,VB,True,False,1
742,bypassing,bypass,VBG,True,False,1
743,c'm,c'm,VB,False,False,1
744,caged,cage,VBN,False,False,1
745,calculate,calculate,VB,True,False,2
746,calculated,calculate,VBN,False,True,2
747,calculating,calculate,VBG,True,False,3
748,calendar,calendar,VB,False,False,1
749,call,call,VB,False,False,20
750,call,call,VB,True,False,68
751,call,call,VBP,False,False,3
