,word,lemma,ptb_pos,has_dobj,has_nsubjpass,count
96,accomplishing,accomplish,VBG,True,False,1
97,accord,accord,VB,False,False,1
98,accord,accord,VB,True,False,1
99,accorded,accord,VBN,False,False,1
100,according,accord,VBG,False,False,497
101,account,account,VB,False,False,9
102,account,account,VBP,False,False,30
103,accounted,account,VBD,False,False,29
104,accounted,account,VBN,False,False,5
105,accounted,account,VBN,False,True,1
106,accounting,account,VBG,False,False,11
107,accounts,account,VBZ,False,False,22
108,accreted,accrete,VBN,False,False,1
109,accrue,accrue,VB,True,False,3
110,accrued,accrue,VBN,False,False,12
111,accrued,accrue,VBN,False,True,1
112,accrued,accrue,VBN,True,False,1
113,accrues,accrue,VBZ,False,False,1
114,accruing,accrue,VBG,False,False,1
115,accruing,accrue,VBG,True,False,2
116,accumulate,accumulate,VBP,False,False,1
117,accumulate,accumulate,VBP,True,False,1
118,accumulated,accumulate,VBN,False,False,3
119,accumulated,accumulate,VBN,False,True,2
120,accumulated,accumulate,VBN,True,False,3
121,accumulating,accumulate,VBG,True,False,3
122,accuse,accuse,VB,True,False,3
123,accuse,accuse,VBP,True,False,4
124,accused,accuse,VBD,True,False,28
125,accused,accuse,VBN,False,False,8
126,accused,accuse,VBN,False,True,14
127,accused,accuse,VBN,True,False,10
128,accuses,accuse,VBZ,True,False,5
129,accusing,accuse,VBG,True,False,7
130,accustomed,accustom,VBN,False,False,3
131,accustomed,accustom,VBN,False,True,1
132,aces,ace,VBZ,True,False,1
133,achieve,achieve,VB,False,False,1
134,achieve,achieve,VB,True,False,21
135,achieve,achieve,VBP,True,False,1
136,achieved,achieve,VBD,False,False,1
137,achieved,achieve,VBD,True,False,9
138,achieved,achieve,VBN,False,False,11
139,achieved,achieve,VBN,False,True,10
140,achieved,achieve,VBN,True,False,5
141,achieves,achieve,VBZ,True,False,2
142,achieving,achieve,VBG,True,False,5
143,aching,ache,VBG,False,False,1
144,acidified,acidify,VBN,False,False,1
145,acknowledge,acknowledge,VB,False,False,4
146,acknowledge,acknowledge,VBP,False,False,5
147,acknowledge,acknowledge,VBP,True,False,1
148,acknowledged,acknowledge,VBD,False,False,26
149,acknowledged,acknowledge,VBD,True,False,5
150,acknowledged,acknowledge,VBN,False,False,1
151,acknowledged,acknowledge,VBN,False,True,1
152,acknowledges,acknowledge,VBZ,False,False,16
153,acknowledges,acknowledge,VBZ,True,False,3
154,acknowledging,acknowledge,VBG,False,False,4
155,acknowledging,acknowledge,VBG,True,False,2
156,acquainted,acquaint,VBN,False,False,1
157,acquiesce,acquiesce,VB,False,False,1
158,acquiesced,acquiesce,VBD,False,False,1
159,acquire,acquire,VB,False,False,2
160,acquire,acquire,VB,True,False,151
161,acquired,acquire,VBD,False,False,6
162,acquired,acquire,VBD,True,False,65
163,acquired,acquire,VBN,False,False,49
164,acquired,acquire,VBN,False,True,17
165,acquired,acquire,VBN,True,False,24
166,acquires,acquire,VBZ,True,False,10
167,acquiring,acquire,VBG,False,False,3
168,acquiring,acquire,VBG,True,False,45
169,acquit,acquit,VB,False,False,1
170,acquit,acquit,VB,True,False,1
171,acquitted,acquit,VBN,False,False,1
172,acquitted,acquit,VBN,False,True,3
173,acquitted,acquit,VBN,True,False,2
174,act,act,VB,False,False,42
175,act,act,VBP,False,False,3
176,acted,act,VBD,False,False,12
177,acted,act,VBN,False,False,5
178,acted,act,VBN,False,True,1
179,acting,act,VBG,False,False,26
180,acting,act,VBG,True,False,1
181,activate,activate,VBP,True,False,1
182,activated,activate,VBN,False,False,2
183,acts,act,VBZ,False,False,14
184,adapt,adapt,VB,False,False,2
185,adapt,adapt,VBP,False,False,1
186,adapted,adapt,VBD,False,False,1
187,adapted,adapt,VBD,True,False,4
188,adapted,adapt,VBN,False,False,1
189,adapted,adapt,VBN,False,True,4
190,adapted,adapt,VBN,True,False,2
191,adapting,adapt,VBG,False,False,1
192,add,add,VB,False,False,18
193,add,add,VB,True,False,64
194,add,add,VBP,False,False,9
195,add,add,VBP,True,False,5
196,added,add,VBD,False,False,247
197,added,add,VBD,True,False,89
198,added,add,VBN,False,False,25
199,added,add,VBN,False,True,21
200,added,add,VBN,True,False,10
201,addicted,addict,VBN,False,False,1
202,addicted,addict,VBN,False,True,1
203,adding,add,VBG,False,False,55
204,adding,add,VBG,True,False,37
205,address,address,VB,False,False,2
206,address,address,VB,True,False,19
207,address,address,VBP,True,False,1
208,addressed,address,VBD,False,True,1
209,addressed,address,VBD,True,False,3
210,addressed,address,VBN,False,False,4
211,addressed,address,VBN,False,True,2
212,addressed,address,VBN,True,False,1
213,addresses,address,VBZ,True,False,2
214,addressing,address,VBG,True,False,10
215,adds,add,VBZ,False,False,133
216,adds,add,VBZ,True,False,9
217,adhere,adhere,VB,False,False,1
218,adjourned,adjourn,VBN,False,False,1
219,adjust,adjust,VB,False,False,7
220,adjust,adjust,VB,True,False,7
221,adjust,adjust,VBP,False,False,2
222,adjust,adjust,VBP,True,False,2
223,adjusted,adjust,VBD,True,False,1
224,adjusted,adjust,VBN,False,False,38
225,adjusted,adjust,VBN,False,True,17
226,adjusted,adjust,VBN,True,False,1
227,adjusting,adjust,VBG,False,False,4
228,adjusting,adjust,VBG,True,False,4
229,adjusts,adjust,VBZ,False,False,1
230,adjusts,adjust,VBZ,True,False,1
231,administer,administer,VB,False,False,2
232,administer,administer,VB,True,False,2
233,administered,administer,VBN,False,False,3
234,administered,administer,VBN,False,True,2
235,administers,administer,VBZ,True,False,1
236,admired,admire,VBD,True,False,1
237,admired,admire,VBN,False,False,1
238,admires,admire,VBZ,True,False,1
239,admit,admit,VB,False,False,5
240,admit,admit,VB,True,False,2
241,admit,admit,VBP,False,False,6
242,admits,admit,VBZ,False,False,20
243,admits,admit,VBZ,True,False,2
244,admitted,admit,VBD,False,False,10
245,admitted,admit,VBD,True,False,3
246,admitted,admit,VBN,False,False,9
247,admitted,admit,VBN,False,True,1
248,admitted,admit,VBN,True,False,1
249,admitted,admit,VBN,True,True,1
250,admitting,admit,VBG,False,False,2
251,admitting,admit,VBG,True,False,10
252,admonishing,admonish,VBG,True,False,1
253,adopt,adopt,VB,False,False,1
254,adopt,adopt,VB,True,False,22
255,adopt,adopt,VBP,True,False,1
256,adopted,adopt,VBD,False,False,1
257,adopted,adopt,VBD,True,False,22
258,adopted,adopt,VBN,False,False,19
259,adopted,adopt,VBN,False,True,4
260,adopted,adopt,VBN,True,False,4
261,adopting,adopt,VBG,False,False,1
262,adopting,adopt,VBG,True,False,11
263,adopts,adopt,VBZ,True,False,2
264,adorn,adorn,VB,True,False,1
265,adorned,adorn,VBD,True,False,1
266,adorned,adorn,VBN,True,False,1
267,advance,advance,VB,False,False,1
268,advance,advance,VB,True,False,7
269,advance,advance,VBP,True,False,1
270,advanced,advance,VBD,False,False,15
271,advanced,advance,VBD,True,False,41
272,advanced,advance,VBN,False,False,11
273,advanced,advance,VBN,False,True,1
274,advanced,advance,VBN,True,False,3
275,advancing,advance,VBG,False,False,15
276,advancing,advance,VBG,True,False,5
277,advantage,advantage,VB,False,False,1
278,advertise,advertise,VB,False,False,3
279,advertise,advertise,VBP,False,False,2
280,advertised,advertise,VBD,False,False,2
281,advertised,advertise,VBN,False,False,3
282,advertises,advertise,VBZ,True,False,1
283,advertising,advertise,VBG,False,False,11
284,advertising,advertise,VBG,True,False,10
285,advise,advise,VB,True,False,12
286,advise,advise,VBP,True,False,3
287,advised,advise,VBD,False,False,2
288,advised,advise,VBD,True,False,14
289,advised,advise,VBN,False,False,1
290,advised,advise,VBN,False,True,8
291,advised,advise,VBN,True,False,3
292,advises,advise,VBZ,False,False,6
293,advises,advise,VBZ,True,False,5
294,advising,advise,VBG,False,False,3
295,advising,advise,VBG,True,False,14
296,advocate,advocate,VBP,False,False,1
297,advocate,advocate,VBP,True,False,1
298,advocated,advocate,VBD,False,False,1
299,advocated,advocate,VBN,False,False,2
300,advocates,advocate,VBZ,False,False,1
301,advocates,advocate,VBZ,True,False,2
302,advocating,advocate,VBG,True,False,5
303,affect,affect,VB,False,False,1
304,affect,affect,VB,True,False,53
305,affect,affect,VBP,True,False,6
306,affected,affect,VBD,True,False,10
307,affected,affect,VBN,False,False,13
308,affected,affect,VBN,False,True,33
309,affected,affect,VBN,True,False,6
310,affecting,affect,VBG,True,False,22
311,affects,affect,VBZ,True,False,7
312,affiliated,affiliate,VBN,False,False,7
313,affiliated,affiliate,VBN,False,True,1
314,affiliating,affiliate,VBG,False,False,1
315,affiliating,affiliate,VBG,True,False,1
316,affirmed,affirm,VBD,False,False,1
317,affirmed,affirm,VBD,True,False,2
318,affirming,affirm,VBG,True,False,1
319,afflict,afflict,VB,False,False,1
320,afflicted,afflict,VBN,False,False,1
321,afflicted,afflict,VBN,True,False,1
322,afflicts,afflict,VBZ,True,False,2
323,afford,afford,VB,False,False,13
324,afford,afford,VB,True,False,16
325,afford,afford,VBP,True,False,1
326,afforded,afford,VBN,False,False,2
327,afforded,afford,VBN,True,False,1
328,afforded,afford,VBN,True,True,1
329,age,age,VBP,False,False,1
330,aged,age,VBN,False,False,9
331,aged,age,VBN,True,False,2
332,aggravate,aggravate,VB,True,False,2
333,aggravate,aggravate,VBP,True,False,1
334,aggravated,aggravate,VBD,True,False,1
335,aggravated,aggravate,VBN,False,False,1
336,aggravated,aggravate,VBN,False,True,2
337,aggravated,aggravate,VBN,True,False,1
338,aggravates,aggravate,VBZ,True,False,1
339,aggravating,aggravate,VBG,False,False,1
340,aging,age,VBG,False,False,13
341,agitated,agitate,VBN,True,False,1
342,agonize,agonize,VB,False,False,1
343,agree,agree,VB,False,False,35
344,agree,agree,VBP,False,False,33
345,agree,agree,VBP,True,False,1
346,agreed,agree,VBD,False,False,255
347,agreed,agree,VBD,True,False,1
348,agreed,agree,VBN,False,False,91
349,agreed,agree,VBN,False,True,8
350,agreeing,agree,VBG,False,False,19
351,agrees,agree,VBZ,False,False,24
352,ai,be,VBP,False,False,4
353,ai,be,VBZ,False,False,1
354,aid,aid,VB,False,False,3
355,aid,aid,VB,True,False,8
356,aided,aid,VBD,True,False,1
357,aided,aid,VBN,False,False,9
358,aided,aid,VBN,False,True,4
359,aided,aid,VBN,True,False,1
360,aiding,aid,VBG,True,False,2
361,aids,aid,VBZ,True,False,2
362,ailing,ail,VBG,False,False,8
363,aim,aim,VB,False,False,4
364,aim,aim,VBP,False,False,3
365,aimed,aim,VBD,False,False,7
366,aimed,aim,VBN,False,False,42
367,aimed,aim,VBN,False,True,30
368,aiming,aim,VBG,False,False,8
369,aiming,aim,VBG,True,False,1
370,aims,aim,VBZ,False,False,13
371,air,air,VB,False,False,2
372,air,air,VB,True,False,3
373,air,air,VBP,True,False,1
374,aired,air,VBD,False,False,3
375,aired,air,VBD,True,False,2
376,aired,air,VBN,False,False,2
377,aired,air,VBN,False,True,3
378,aired,air,VBN,True,False,1
379,airing,air,VBG,False,False,4
380,airing,air,VBG,True,False,5
381,airlifted,airlift,VBN,True,False,1
382,airlifting,airlift,VBG,True,False,1
383,airs,air,VBZ,True,False,1
384,alarmed,alarm,VBN,False,False,2
385,alarmed,alarm,VBN,False,True,3
386,alarming,alarm,VBG,False,False,1
387,alarms,alarm,VBZ,True,False,1
388,alert,alert,VB,True,False,4
389,alerted,alert,VBD,True,False,2
390,alerting,alert,VBG,True,False,2
391,alerts,alert,VBZ,True,False,1
392,alienate,alienate,VB,True,False,1
393,alienated,alienate,VBN,True,False,1
394,alienates,alienate,VBZ,True,False,1
395,alienating,alienate,VBG,True,False,3
396,align,align,VBP,True,False,1
397,aligned,align,VBN,False,False,4
398,aligned,align,VBN,False,True,1
399,aligned,align,VBN,True,False,1
400,allay,allay,VB,True,False,5
401,allayed,allay,VBN,False,True,1
402,allege,allege,VB,True,False,1
403,allege,allege,VBP,False,False,2
404,alleged,allege,VBD,False,False,11
405,alleged,allege,VBD,True,False,3
406,alleged,allege,VBN,False,False,27
407,alleged,allege,VBN,False,True,5
408,alleges,allege,VBZ,False,False,14
409,alleging,allege,VBG,False,False,8
410,alleging,allege,VBG,True,False,6
411,alleviate,alleviate,VB,True,False,6
412,alleviating,alleviate,VBG,True,False,2
413,allied,ally,VBD,True,False,1
414,allocate,allocate,VB,False,False,1
415,allocate,allocate,VB,True,False,2
416,allocate,allocate,VBP,True,False,3
417,allocated,allocate,VBD,True,False,1
418,allocated,allocate,VBN,False,False,3
419,allocated,allocate,VBN,False,True,7
420,allocating,allocate,VBG,True,False,2
421,allow,allow,VB,False,False,5
422,allow,allow,VB,True,False,113
423,allow,allow,VBP,False,False,1
424,allow,allow,VBP,True,False,20
425,allowed,allow,VB,True,False,1
426,allowed,allow,VBD,False,False,3
427,allowed,allow,VBD,True,False,28
428,allowed,allow,VBN,False,False,14
429,allowed,allow,VBN,False,True,41
430,allowed,allow,VBN,True,False,14
431,allowed,allow,VBN,True,True,3
432,allowing,allow,VBG,False,False,3
433,allowing,allow,VBG,True,False,42
434,allows,allow,VBZ,False,False,1
435,allows,allow,VBZ,True,False,29
436,alluded,allude,VBD,False,False,2
437,ally,ally,VB,True,False,1
438,allying,ally,VBG,True,False,1
439,alter,alter,VB,False,False,1
440,alter,alter,VB,True,False,15
441,alter,alter,VBP,True,False,2
442,altered,alter,VBD,True,False,2
443,altered,alter,VBN,False,False,1
444,altered,alter,VBN,False,True,2
445,altered,alter,VBN,True,False,3
446,altering,alter,VBG,True,False,3
447,alternating,alternate,VBG,True,False,2
448,am,be,VBP,False,False,41
449,am,be,VBP,True,False,1
450,amalgamate,amalgamate,VB,True,False,1
451,amass,amass,VB,True,False,4
452,amass,amass,VBP,True,False,1
453,amassed,amass,VBD,True,False,1
454,amassed,amass,VBN,False,False,1
455,amassed,amass,VBN,True,False,3
456,amasses,amass,VBZ,True,False,3
457,amaze,amaze,VB,True,False,2
458,amazed,amaze,VBN,False,True,1
459,amble,amble,VB,False,False,1
460,ambushed,ambush,VBD,True,False,2
461,amend,amend,VB,True,False,5
462,amended,amend,VBD,False,False,1
463,amended,amend,VBD,True,False,7
464,amended,amend,VBN,False,False,12
465,amending,amend,VBG,True,False,4
466,americanized,americanize,VBD,True,False,1
467,amortize,amortize,VB,True,False,2
468,amount,amount,VB,False,False,6
469,amount,amount,VBP,False,False,1
470,amounted,amount,VBD,False,False,22
471,amounted,amount,VBN,False,False,1
472,amounts,amount,VBZ,False,False,11
473,amplified,amplify,VBN,False,True,1
474,amplified,amplify,VBN,True,False,1
475,amplify,amplify,VB,True,False,1
476,amuse,amuse,VBP,False,False,1
477,amused,amuse,VBN,False,True,1
478,analyze,analyze,VB,False,False,5
479,analyze,analyze,VB,True,False,5
480,analyze,analyze,VBP,True,False,1
481,analyzed,analyze,VBD,False,False,1
482,analyzed,analyze,VBD,True,False,7
483,analyzed,analyze,VBN,True,False,1
484,analyzing,analyze,VBG,False,False,1
485,analyzing,analyze,VBG,True,False,4
486,anchor,anchor,VB,True,False,1
487,anchor,anchor,VBP,True,False,1
488,anchored,anchor,VBN,False,True,1
489,angered,anger,VBD,True,False,5
490,angered,anger,VBN,False,False,2
491,angered,anger,VBN,False,True,2
492,angering,anger,VBG,True,False,2
493,animated,animate,VBN,False,False,1
494,anne,anne,VB,False,False,1
495,announce,announce,VB,False,False,5
496,announce,announce,VB,True,False,34
497,announce,announce,VBP,True,False,1
498,announced,announce,VBD,False,False,87
499,announced,announce,VBD,True,False,99
500,announced,announce,VBN,False,False,49
501,announced,announce,VBN,False,True,39
502,announced,announce,VBN,True,False,11
503,announces,announce,VBZ,False,False,1
504,announces,announce,VBZ,True,False,3
505,announcing,announce,VBG,False,False,3
506,announcing,announce,VBG,True,False,17
507,annoyed,annoy,VBD,True,False,2
508,annoyed,annoy,VBN,False,False,1
509,annualized,annualize,VBN,False,False,18
510,anointing,anoint,VBG,True,False,1
511,answer,answer,VB,False,False,6
512,answer,answer,VB,True,False,11
513,answer,answer,VBP,True,False,1
514,answered,answer,VBD,True,False,2
515,answered,answer,VBN,False,False,1
516,answered,answer,VBN,False,True,3
517,answered,answer,VBN,True,False,1
518,answering,answer,VBG,True,False,1
519,answers,answer,VBZ,False,False,2
520,answers,answer,VBZ,True,False,4
521,antagonize,antagonize,VB,True,False,3
522,anticipate,anticipate,VB,True,False,10
523,anticipate,anticipate,VBP,False,False,3
524,anticipate,anticipate,VBP,True,False,5
525,anticipated,anticipate,VBD,False,False,4
526,anticipated,anticipate,VBD,True,False,3
527,anticipated,anticipate,VBN,False,False,18
528,anticipated,anticipate,VBN,False,True,8
529,anticipated,anticipate,VBN,True,False,1
530,anticipates,anticipate,VBZ,False,False,9
531,anticipates,anticipate,VBZ,True,False,7
532,anticipating,anticipate,VBG,False,False,1
533,anticipating,anticipate,VBG,True,False,12
534,apologize,apologize,VB,False,False,2
535,apologized,apologize,VBD,False,False,1
536,apologizes,apologize,VBZ,False,False,1
537,apologizing,apologize,VBG,False,False,1
538,appalled,appal,VBN,False,False,1
539,appalled,appal,VBN,False,True,3
540,appeal,appeal,VB,False,False,12
541,appeal,appeal,VB,True,False,2
542,appeal,appeal,VBP,False,False,4
543,appealed,appeal,VBD,False,False,7
544,appealed,appeal,VBD,True,False,1
545,appealed,appeal,VBN,False,False,2
546,appealed,appeal,VBN,False,True,2
547,appealed,appeal,VBN,True,False,2
548,appealing,appeal,VBG,False,False,4
549,appealing,appeal,VBG,True,False,5
550,appear,appear,VB,False,False,55
551,appear,appear,VBP,False,False,41
552,appeared,appear,VBD,False,False,60
553,appeared,appear,VBN,False,False,4
554,appearing,appear,VBG,False,False,13
555,appears,appear,VBZ,False,False,90
556,appease,appease,VB,True,False,5
557,appeased,appease,VBD,True,False,1
558,append,append,VB,True,False,1
559,appended,append,VBN,False,False,1
560,appended,append,VBN,False,True,1
561,applaud,applaud,VB,True,False,2
562,applaud,applaud,VBP,True,False,2
563,applauded,applaud,VBD,True,False,3
564,applauding,applaud,VBG,False,False,1
565,applauding,applaud,VBG,True,False,1
566,applauds,applaud,VBZ,False,False,1
567,applauds,applaud,VBZ,True,False,2
568,applied,apply,VBD,False,False,9
569,applied,apply,VBD,True,False,2
570,applied,apply,VBN,False,False,14
571,applied,apply,VBN,False,True,6
572,applies,apply,VBZ,False,False,5
573,applies,apply,VBZ,True,False,1
574,apply,apply,VB,False,False,29
575,apply,apply,VB,True,False,6
576,apply,apply,VBP,False,False,3
577,apply,apply,VBP,True,False,1
578,applying,apply,VBG,False,False,4
579,applying,apply,VBG,True,False,5
580,appoint,appoint,VB,False,False,1
581,appoint,appoint,VB,True,False,4
582,appointed,appoint,VBD,False,False,1
583,appointed,appoint,VBD,True,False,2
584,appointed,appoint,VBN,False,False,16
585,appointed,appoint,VBN,False,True,18
586,appointed,appoint,VBN,True,False,2
587,appraise,appraise,VB,True,False,1
588,appraised,appraise,VBN,False,False,1
589,appreciate,appreciate,VB,False,False,5
590,appreciate,appreciate,VB,True,False,3
591,appreciate,appreciate,VBP,True,False,2
592,appreciated,appreciate,VBD,True,False,2
593,appreciated,appreciate,VBN,False,False,2
594,appreciated,appreciate,VBN,False,True,1
595,appreciates,appreciate,VBZ,False,False,1
596,appreciates,appreciate,VBZ,True,False,1
597,appreciating,appreciate,VBG,True,False,1
598,apprised,apprise,VBN,False,True,1
599,approach,approach,VB,True,False,5
600,approach,approach,VBP,False,False,1
601,approach,approach,VBP,True,False,4
602,approached,approach,VBD,False,False,2
603,approached,approach,VBD,True,False,8
604,approached,approach,VBN,False,False,1
605,approached,approach,VBN,False,True,11
606,approached,approach,VBN,True,False,3
607,approaches,approach,VBZ,False,False,2
608,approaches,approach,VBZ,True,False,2
609,approaching,approach,VBG,False,False,1
610,approaching,approach,VBG,True,False,6
611,appropriated,appropriate,VBD,True,False,1
612,appropriated,appropriate,VBN,False,False,5
613,approve,approve,VB,False,False,5
614,approve,approve,VB,True,False,33
615,approve,approve,VBP,False,False,6
616,approve,approve,VBP,True,False,1
617,approved,approve,VBD,False,False,5
618,approved,approve,VBD,True,False,79
619,approved,approve,VBN,False,False,31
620,approved,approve,VBN,False,True,39
621,approved,approve,VBN,True,False,14
622,approves,approve,VBZ,False,False,1
623,approves,approve,VBZ,True,False,6
624,approving,approve,VBG,False,False,2
625,approving,approve,VBG,True,False,3
626,approximates,approximate,VBZ,True,False,1
627,arbitraging,arbitrage,VBG,False,False,2
628,arbitrates,arbitrate,VBZ,True,False,1
629,arch,arch,VBP,False,False,1
630,arched,arch,VBD,True,False,1
631,are,be,VBP,False,False,2221
632,are,be,VBP,True,False,9
633,argue,argue,VB,False,False,14
634,argue,argue,VBP,False,False,42
635,argued,argue,VBD,False,False,41
636,argued,argue,VBD,True,False,1
637,argued,argue,VBN,False,False,7
638,argued,argue,VBN,False,True,4
639,argues,argue,VBZ,False,False,30
640,argues,argue,VBZ,True,False,1
641,arguing,argue,VBG,False,False,22
642,arise,arise,VB,False,False,6
643,arise,arise,VBP,False,False,3
644,arisen,arise,VBN,False,False,2
645,arises,arise,VBZ,False,False,1
646,arising,arise,VBG,False,False,7
647,arm,arm,VB,False,False,1
648,armed,arm,VBN,False,False,7
649,arose,arise,VBD,False,False,7
650,arouse,arouse,VB,True,False,2
651,aroused,arouse,VBD,True,False,1
652,aroused,arouse,VBN,False,False,1
653,aroused,arouse,VBN,False,True,2
654,aroused,arouse,VBN,True,False,2
655,arouses,arouse,VBZ,True,False,1
656,arousing,arouse,VBG,True,False,1
657,arrange,arrange,VB,True,False,11
658,arranged,arrange,VBD,False,False,1
659,arranged,arrange,VBD,True,False,9
660,arranged,arrange,VBN,False,False,7
661,arranged,arrange,VBN,True,False,3
662,arranges,arrange,VBZ,True,False,2
663,arranging,arrange,VBG,True,False,8
664,arrest,arrest,VB,False,False,1
665,arrest,arrest,VB,True,False,4
666,arrested,arrest,VBN,False,False,5
667,arrested,arrest,VBN,False,True,12
668,arrested,arrest,VBN,True,False,2
669,arrive,arrive,VB,False,False,10
670,arrive,arrive,VBP,False,False,3
671,arrived,arrive,VBD,False,False,13
672,arrived,arrive,VBN,False,False,7
673,arrives,arrive,VBZ,False,False,5
674,arriving,arrive,VBG,False,False,3
675,articulate,articulate,VB,True,False,3
676,ascending,ascend,VBG,False,False,3
677,ascribe,ascribe,VBP,True,False,1
678,ascribed,ascribe,VBN,False,False,1
679,ashland,ashland,VBP,False,False,1
680,ask,ask,VB,False,False,22
681,ask,ask,VB,True,False,34
682,ask,ask,VBP,False,False,2
683,ask,ask,VBP,True,False,5
684,asked,ask,VBD,False,False,60
685,asked,ask,VBD,False,True,1
686,asked,ask,VBD,True,False,60
687,asked,ask,VBD,True,True,1
688,asked,ask,VBN,False,False,42
689,asked,ask,VBN,False,True,22
690,asked,ask,VBN,True,False,15
691,asking,ask,VBG,False,False,21
692,asking,ask,VBG,True,False,32
693,asks,ask,VBZ,False,False,16
694,asks,ask,VBZ,True,False,8
695,aspire,aspire,VBP,False,False,1
696,aspired,aspire,VBD,False,False,1
697,aspires,aspire,VBZ,False,False,1
698,aspiring,aspire,VBG,False,False,2
699,assailed,assail,VBD,True,False,2
700,assailed,assail,VBN,False,True,1
701,assassinate,assassinate,VB,True,False,2
702,assassinated,assassinate,VBD,True,False,1
703,assassinated,assassinate,VBN,False,True,1
704,assassinating,assassinate,VBG,True,False,1
705,assemble,assemble,VB,True,False,3
706,assemble,assemble,VBP,True,False,1
707,assembled,assemble,VBD,True,False,4
708,assembled,assemble,VBN,False,False,4
709,assembled,assemble,VBN,False,True,3
710,assembled,assemble,VBN,True,False,2
711,assembling,assemble,VBG,True,False,3
712,assert,assert,VB,False,False,1
713,assert,assert,VB,True,False,3
714,assert,assert,VBP,True,False,2
715,asserted,assert,VBD,False,False,14
716,asserted,assert,VBD,True,False,1
717,asserted,assert,VBN,False,False,1
718,asserting,assert,VBG,False,False,3
719,asserting,assert,VBG,True,False,3
720,asserts,assert,VBZ,False,False,12
721,asserts,assert,VBZ,True,False,1
722,assess,assess,VB,False,False,3
