,WORD,LEMMA,XPOS,0
1140,routinely,routinely,RB,14
161,Nonetheless,nonetheless,RB,13
729,home,home,RB,13
597,exclusively,exclusively,RB,13
912,narrowly,narrowly,RB,13
915,naturally,naturally,RB,13
1275,swiftly,swiftly,RB,13
631,firmly,firmly,RB,13
128,Late,late,RB,13
1405,voluntarily,voluntarily,RB,13
70,Eventually,eventually,RB,13
1193,smoothly,smoothly,RB,12
1352,unfairly,unfairly,RB,12
662,freely,freely,RB,12
256,Typically,typically,RB,12
1257,subsequently,subsequently,RB,12
43,Clearly,clearly,RB,12
32,Aside,aside,RB,12
644,forever,forever,RB,12
1295,thereby,thereby,RB,12
1052,precisely,precisely,RB,12
217,Shortly,shortly,RB,12
307,alike,alike,RB,12
591,everywhere,everywhere,RB,12
1334,unanimously,unanimously,RB,11
1205,some,some,RB,11
1427,world-wide,world-wide,RB,11
1011,partially,partially,RB,11
538,dramatically,dramatically,RB,11
537,downward,downward,RB,11
1347,undoubtedly,undoubtedly,RB,11
384,behind,behind,RB,11
1262,sufficiently,sufficiently,RB,11
336,anytime,anytime,RB,11
942,north,north,RB,11
95,Generally,generally,RB,11
767,indefinitely,indefinitely,RB,11
913,nationally,nationally,RB,11
773,inevitably,inevitably,RB,11
1103,readily,readily,RB,11
867,marginally,marginally,RB,10
763,incorrectly,incorrectly,RB,10
18,Almost,almost,RB,10
156,Never,never,RB,10
798,internationally,internationally,RB,10
769,indirectly,indirectly,RB,10
448,commonly,commonly,RB,10
1421,wildly,wildly,RB,10
514,desperately,desperately,RB,10
94,Furthermore,furthermore,RB,10
623,fiercely,fiercely,RB,10
1266,supposedly,supposedly,RB,10
554,economically,economically,RB,10
998,overly,overly,RB,10
516,differently,differently,RB,10
245,There,there,RB,10
1177,since,since,RB,10
648,forth,forth,RB,10
1004,p.m,p.m,RB,10
1049,practically,practically,RB,9
194,Prior,prior,RB,9
471,continually,continually,RB,9
1243,straight,straight,RB,9
61,Earlier,earlier,RB,9
1355,unfortunately,unfortunately,RB,9
279,abruptly,abruptly,RB,9
420,cautiously,cautiously,RB,9
10,Actually,actually,RB,9
284,accurately,accurately,RB,9
395,bitterly,bitterly,RB,9
1220,specially,specially,RB,9
266,Well,well,RB,9
579,environmentally,environmentally,RB,9
28,Apparently,apparently,RB,9
752,improperly,improperly,RB,9
588,evenly,evenly,RB,9
931,next,next,RB,9
1371,unsuccessfully,unsuccessfully,RB,9
41,Certainly,certainly,RB,9
558,efficiently,efficiently,RB,9
671,fundamentally,fundamentally,RB,9
540,drastically,drastically,RB,9
93,Further,further,RB,9
122,Ironically,ironically,RB,8
857,low,low,RB,8
696,grossly,grossly,RB,8
1416,wholly,wholly,RB,8
1386,utterly,utterly,RB,8
718,hence,hence,RB,8
785,inside,inside,RB,8
1247,strictly,strictly,RB,8
926,nervously,nervously,RB,8
595,exceptionally,exceptionally,RB,8
528,domestically,domestically,RB,8
835,legally,legally,RB,8
160,No,no,RB,8
71,Ever,ever,RB,8
1206,someday,someday,RB,8
1398,vigorously,vigorously,RB,8
1059,presumably,presumably,RB,8
1174,similarly,similarly,RB,8
890,mildly,mildly,RB,8
252,Too,too,RB,8
277,above,above,RB,8
333,any,any,RB,8
1309,tight,tight,RB,8
289,adequately,adequately,RB,8
1038,plenty,plenty,RB,8
296,afloat,afloat,RB,8
299,afterward,afterward,RB,8
552,easy,easy,RB,7
184,Partly,partly,RB,7
678,genetically,genetically,RB,7
172,Often,often,RB,7
894,mistakenly,mistakenly,RB,7
428,cheaply,cheaply,RB,7
1071,profitably,profitably,RB,7
917,nearby,nearby,RB,7
354,artificially,artificially,RB,7
787,instantly,instantly,RB,7
1026,permanently,permanently,RB,7
902,moreover,moreover,RB,7
504,definitively,definitively,RB,7
928,nevertheless,nevertheless,RB,7
900,monthly,monthly,RB,7
854,lot,lot,RB,7
413,but,but,RB,7
911,namely,namely,RB,7
87,Fortunately,fortunately,RB,7
658,frantically,frantically,RB,7
1282,technically,technically,RB,7
1157,seldom,seldom,RB,6
700,half,half,RB,6
499,deep,deep,RB,6
982,ordinarily,ordinarily,RB,6
866,many,many,RB,6
1414,whatsoever,whatsoever,RB,6
847,locally,locally,RB,6
733,hopefully,hopefully,RB,6
679,gently,gently,RB,6
605,extraordinarily,extraordinarily,RB,6
794,intentionally,intentionally,RB,6
925,neither,neither,RB,6
569,emotionally,emotionally,RB,6
901,morally,morally,RB,6
563,electronically,electronically,RB,6
637,flat,flat,RB,6
1006,painfully,painfully,RB,6
67,Especially,especially,RB,6
919,neatly,neatly,RB,6
1310,tightly,tightly,RB,6
1287,tenfold,tenfold,RB,6
711,hastily,hastily,RB,6
1001,overtime,overtime,RB,6
852,loose,loose,RB,6
394,bit,bit,RB,6
1378,upside,upside,RB,6
238,Suddenly,suddenly,RB,6
656,fractionally,fractionally,RB,6
968,offshore,offshore,RB,6
954,nowhere,nowhere,RB,6
225,Some,some,RB,6
1104,real,real,RB,6
250,Together,together,RB,6
11,Additionally,additionally,RB,6
1072,profoundly,profoundly,RB,6
792,intensely,intensely,RB,6
132,Likewise,likewise,RB,6
1148,scarcely,scarcely,RB,6
1160,semiannually,semiannually,RB,5
1404,vividly,vividly,RB,5
1075,prominently,prominently,RB,5
916,near,near,RB,5
1122,remarkably,remarkably,RB,5
489,damn,damn,RB,5
1213,sooner,sooner,RB,5
241,Surely,surely,RB,5
48,Consequently,consequently,RB,5
1144,safely,safely,RB,5
536,downright,downright,RB,5
963,oddly,oddly,RB,5
842,likewise,likewise,RB,5
1128,responsibly,responsibly,RB,5
1018,past,past,RB,5
1402,visually,visually,RB,5
1034,plainly,plainly,RB,5
1409,way,way,RB,5
988,outright,outright,RB,5
731,honestly,honestly,RB,5
710,harshly,harshly,RB,5
1300,thinly,thinly,RB,5
88,Frankly,frankly,RB,5
445,comfortably,comfortably,RB,5
1390,vehemently,vehemently,RB,5
1053,predictably,predictably,RB,5
233,Specifically,specifically,RB,5
257,Ultimately,ultimately,RB,5
989,outside,outside,RB,5
882,mentally,mentally,RB,5
462,consequently,consequently,RB,5
1348,unduly,unduly,RB,5
1045,positively,positively,RB,5
618,favorably,favorably,RB,5
768,independently,independently,RB,5
802,invariably,invariably,RB,5
346,appropriately,appropriately,RB,4
820,kindly,kindly,RB,4
1360,universally,universally,RB,4
300,afterwards,afterwards,RB,4
603,expressly,expressly,RB,4
594,exceedingly,exceedingly,RB,4
1396,vice,vice,RB,4
914,nationwide,nationwide,RB,4
1030,physically,physically,RB,4
1365,unnecessarily,unnecessarily,RB,4
79,Far,far,RB,4
349,arbitrarily,arbitrarily,RB,4
153,Naturally,naturally,RB,4
1118,relentlessly,relentlessly,RB,4
1055,preferably,preferably,RB,4
1121,reluctantly,reluctantly,RB,4
1197,socially,socially,RB,4
812,jealously,jealously,RB,4
575,enthusiastically,enthusiastically,RB,4
45,Closely,closely,RB,4
1203,solidly,solidly,RB,4
943,northeast,northeast,RB,4
1179,single-handedly,single-handedly,RB,4
1289,terribly,terribly,RB,4
1434,yes,yes,RB,4
23,Alternatively,alternatively,RB,4
657,frankly,frankly,RB,4
102,Hence,hence,RB,4
414,by,by,RB,4
853,loosely,loosely,RB,4
479,counter,counter,RB,4
922,negatively,negatively,RB,4
976,open,open,RB,4
473,continuously,continuously,RB,4
16,Again,again,RB,4
687,gracefully,gracefully,RB,4
999,overnight,overnight,RB,4
1040,pointedly,pointedly,RB,4
1303,thoroughly,thoroughly,RB,4
254,Traditionally,traditionally,RB,4
412,busily,busily,RB,4
1085,purely,purely,RB,4
865,manually,manually,RB,4
432,chiefly,chiefly,RB,4
706,happily,happily,RB,4
868,markedly,markedly,RB,4
1153,second,second,RB,4
111,Increasingly,increasingly,RB,4
1254,stubbornly,stubbornly,RB,4
444,collectively,collectively,RB,4
1410,weekly,weekly,RB,4
705,handsomely,handsomely,RB,4
873,materially,materially,RB,4
1238,steeply,steeply,RB,4
1389,vastly,vastly,RB,4
840,lightly,lightly,RB,4
1315,tonight,tonight,RB,4
328,anew,anew,RB,4
293,adversely,adversely,RB,4
1098,randomly,randomly,RB,4
125,LATE,late,RB,4
1097,radically,radically,RB,4
750,importantly,importantly,RB,4
24,Altogether,altogether,RB,4
612,falsely,falsely,RB,4
1237,steady,steady,RB,4
1143,sadly,sadly,RB,4
1003,overwhelmingly,overwhelmingly,RB,4
436,clear,clear,RB,4
1234,staunchly,staunchly,RB,4
497,decidedly,decidedly,RB,4
995,overall,overall,RB,4
283,accordingly,accordingly,RB,4
1135,rightly,rightly,RB,4
404,briefly,briefly,RB,4
491,dangerously,dangerously,RB,4
1366,unofficially,unofficially,RB,3
950,notoriously,notoriously,RB,3
949,noticeably,noticeably,RB,3
1146,satisfactorily,satisfactorily,RB,3
778,informally,informally,RB,3
1064,principally,principally,RB,3
1324,tremendously,tremendously,RB,3
708,harder,harder,RB,3
1394,vertically,vertically,RB,3
770,individually,individually,RB,3
775,inexplicably,inexplicably,RB,3
247,Therefore,therefore,RB,3
661,free,free,RB,3
314,aloft,aloft,RB,3
1165,sexually,sexually,RB,3
1058,presently,presently,RB,3
6,Absolutely,absolutely,RB,3
1424,wisely,wisely,RB,3
1426,wonderfully,wonderfully,RB,3
1326,triple,triple,RB,3
744,ill,ill,RB,3
643,foremost,foremost,RB,3
642,forcefully,forcefully,RB,3
765,incredibly,incredibly,RB,3
686,good,good,RB,3
633,firsthand,firsthand,RB,3
737,hotly,hotly,RB,3
1158,selectively,selectively,RB,3
734,hopelessly,hopelessly,RB,3
1056,prematurely,prematurely,RB,3
1369,unrealistically,unrealistically,RB,3
932,nicely,nicely,RB,3
1154,secretly,secretly,RB,3
144,Meantime,meantime,RB,3
228,Sometime,sometime,RB,3
442,closer,closer,RB,3
202,Really,really,RB,3
438,cleverly,cleverly,RB,3
447,commercially,commercially,RB,3
545,eagerly,eagerly,RB,3
543,duly,duly,RB,3
450,comparatively,comparatively,RB,3
177,Ordinarily,ordinarily,RB,3
14,Afterward,afterward,RB,3
196,Probably,probably,RB,3
383,beforehand,beforehand,RB,3
1246,strenuously,strenuously,RB,3
1089,quarterly,quarterly,RB,3
1046,possible,possible,RB,3
1222,spectacularly,spectacularly,RB,3
8,Accordingly,accordingly,RB,3
1346,understandably,understandably,RB,3
475,coolly,coolly,RB,3
1225,spontaneously,spontaneously,RB,3
1096,racially,racially,RB,3
478,correctly,correctly,RB,3
190,Predictably,predictably,RB,3
68,Essentially,essentially,RB,3
291,admittedly,admittedly,RB,3
66,Equally,equally,RB,3
555,editorially,editorially,RB,3
1430,wrongly,wrongly,RB,3
1339,uncharacteristically,uncharacteristically,RB,3
570,emphatically,emphatically,RB,3
209,Roughly,roughly,RB,3
158,Newly,newly,RB,3
790,intellectually,intellectually,RB,3
152,NOW,now,RB,3
1054,predominantly,predominantly,RB,3
997,overhead,overhead,RB,3
1278,tacitly,tacitly,RB,3
953,nowadays,nowadays,RB,3
994,over-the-counter,over-the-counter,RB,3
1079,proudly,proudly,RB,3
800,intolerably,intolerably,RB,3
880,mechanically,mechanically,RB,3
602,explicitly,explicitly,RB,3
565,eloquently,eloquently,RB,3
358,ashore,ashore,RB,3
1264,summarily,summarily,RB,3
609,factually,factually,RB,3
1073,progressively,progressively,RB,3
410,brutally,brutally,RB,3
1025,periodically,periodically,RB,2
888,mightily,mightily,RB,2
1032,piecemeal,piecemeal,RB,2
739,hugely,hugely,RB,2
889,mighty,mighty,RB,2
877,meaningfully,meaningfully,RB,2
101,Hardly,hardly,RB,2
858,ludicrously,ludicrously,RB,2
736,horticulturally,horticulturally,RB,2
875,matter-of-factly,matter-of-factly,RB,2
1087,purposely,purposely,RB,2
275,aboard,aboard,RB,2
1078,prospectively,prospectively,RB,2
732,honorably,honorably,RB,2
869,marvelously,marvelously,RB,2
848,logically,logically,RB,2
1081,provocatively,provocatively,RB,2
1413,westward,westward,RB,2
1123,remotely,remotely,RB,2
292,adroitly,adroitly,RB,2
99,HERE,here,RB,2
1397,viciously,viciously,RB,2
1110,recklessly,recklessly,RB,2
808,irreparably,irreparably,RB,2
807,ironically,ironically,RB,2
1112,reflexively,reflexively,RB,2
909,mysteriously,mysteriously,RB,2
803,inversely,inversely,RB,2
1311,tirelessly,tirelessly,RB,2
723,hesitantly,hesitantly,RB,2
799,intimately,intimately,RB,2
747,immensely,immensely,RB,2
771,industrywide,industrywide,RB,2
264,Usually,usually,RB,2
797,internally,internally,RB,2
791,intelligently,intelligently,RB,2
265,Virtually,virtually,RB,2
774,inexorably,inexorably,RB,2
1119,reliably,reliably,RB,2
91,Fully,fully,RB,2
810,irresponsibly,irresponsibly,RB,2
85,Formally,formally,RB,2
907,multifamily,multifamily,RB,2
1399,violently,violently,RB,2
748,impassively,impassively,RB,2
749,implicitly,implicitly,RB,2
836,legitimately,legitimately,RB,2
780,inherently,inherently,RB,2
834,left,left,RB,2
97,Gradually,gradually,RB,2
831,lavishly,lavishly,RB,2
50,Conversely,conversely,RB,2
1024,perilously,perilously,RB,2
1403,vitally,vitally,RB,2
756,inaccurately,inaccurately,RB,2
76,Exactly,exactly,RB,2
1102,rationally,rationally,RB,2
819,kind,kind,RB,2
757,inadequately,inadequately,RB,2
759,inappropriately,inappropriately,RB,2
1418,wide,wide,RB,2
399,bluntly,bluntly,RB,2
244,Theoretically,theoretically,RB,2
320,alternatively,alternatively,RB,2
1343,undeniably,undeniably,RB,2
525,distinctively,distinctively,RB,2
524,disproportionately,disproportionately,RB,2
1218,sparingly,sparingly,RB,2
1219,sparsely,sparsely,RB,2
521,disappointingly,disappointingly,RB,2
371,awry,awry,RB,2
186,Periodically,periodically,RB,2
1028,persuasively,persuasively,RB,2
498,decisively,decisively,RB,2
513,derisively,derisively,RB,2
1224,splendidly,splendidly,RB,2
25,Always,always,RB,2
1228,squarely,squarely,RB,2
374,backward,backward,RB,2
502,defiantly,defiantly,RB,2
1231,statewide,statewide,RB,2
526,distinctly,distinctly,RB,2
183,Particularly,particularly,RB,2
370,awhile,awhile,RB,2
26,Anyway,anyway,RB,2
1039,plus,plus,RB,2
169,Occasionally,occasionally,RB,2
717,helplessly,helplessly,RB,2
170,Oddly,oddly,RB,2
550,east,east,RB,2
171,Officially,officially,RB,2
548,easier,easier,RB,2
1363,unlawfully,unlawfully,RB,2
544,dutifully,dutifully,RB,2
1428,wrong,wrong,RB,2
1342,uncritically,uncritically,RB,2
180,Out,out,RB,2
369,awfully,awfully,RB,2
1214,sorely,sorely,RB,2
964,of,of,RB,2
187,Personally,personally,RB,2
496,dearly,dearly,RB,2
230,Somewhere,somewhere,RB,2
205,Regrettably,regrettably,RB,2
12,Admittedly,admittedly,RB,2
1281,tastefully,tastefully,RB,2
213,Secondly,secondly,RB,2
434,chronically,chronically,RB,2
1002,overtly,overtly,RB,2
204,Regardless,regardless,RB,2
427,cheap,cheap,RB,2
421,ceaselessly,ceaselessly,RB,2
494,dead,dead,RB,2
418,casually,casually,RB,2
992,outwardly,outwardly,RB,2
407,briskly,briskly,RB,2
406,brilliantly,brilliantly,RB,2
398,blithely,blithely,RB,2
1273,surreptitiously,surreptitiously,RB,2
996,overboard,overboard,RB,2
13,After,after,RB,2
449,comparably,comparably,RB,2
984,ostensibly,ostensibly,RB,2
1250,strong,strong,RB,2
1235,steadfastly,steadfastly,RB,2
973,one-third,one-third,RB,2
189,Possibly,possibly,RB,2
486,customarily,customarily,RB,2
485,curtly,curtly,RB,2
481,critically,critically,RB,2
1345,underground,underground,RB,2
477,cooperatively,cooperatively,RB,2
1283,technologically,technologically,RB,2
468,constitutionally,constitutionally,RB,2
193,Primarily,primarily,RB,2
195,Privately,privately,RB,2
463,conservatively,conservatively,RB,2
461,congressionally,congressionally,RB,2
459,conditionally,conditionally,RB,2
559,effortlessly,effortlessly,RB,2
363,attractively,attractively,RB,2
167,ONCE,once,RB,2
639,flatly,flatly,RB,2
326,amok,amok,RB,2
672,furiously,furiously,RB,2
327,amply,amply,RB,2
668,full,full,RB,2
127,Largely,largely,RB,2
36,Basically,basically,RB,2
329,angrily,angrily,RB,2
659,fraudulently,fraudulently,RB,2
1171,sideways,sideways,RB,2
282,accidentally,accidentally,RB,2
35,Barely,barely,RB,2
166,Nowhere,nowhere,RB,2
135,Little,little,RB,2
400,boldly,boldly,RB,2
641,for,for,RB,2
674,furthermore,furthermore,RB,2
121,Invariably,invariably,RB,2
246,Thereafter,thereafter,RB,2
692,gravely,gravely,RB,2
108,Ideally,ideally,RB,2
1387,vaguely,vaguely,RB,2
1033,plain,plain,RB,2
1155,securely,securely,RB,2
933,night,night,RB,2
693,great,great,RB,2
691,gratuitously,gratuitously,RB,2
1380,upstream,upstream,RB,2
1382,urgently,urgently,RB,2
688,graciously,graciously,RB,2
685,globally,globally,RB,2
1159,semi-annually,semi-annually,RB,2
682,gingerly,gingerly,RB,2
39,Besides,besides,RB,2
640,fondly,fondly,RB,2
332,anxiously,anxiously,RB,2
638,flat-footed,flat-footed,RB,2
147,Morever,morever,RB,2
607,face-to-face,face-to-face,RB,2
148,Mostly,mostly,RB,2
1191,smack,smack,RB,2
1298,thereof,thereof,RB,2
1301,third,third,RB,2
596,excessively,excessively,RB,2
1297,therein,therein,RB,2
1364,unlikely,unlikely,RB,2
154,Nearby,nearby,RB,2
891,militarily,militarily,RB,2
352,arguably,arguably,RB,2
159,Next,next,RB,2
582,erratically,erratically,RB,2
162,Normally,normally,RB,2
164,Notably,notably,RB,2
29,Approximately,approximately,RB,2
956,numerically,numerically,RB,2
240,Sure,sure,RB,2
630,finely,finely,RB,2
611,faithfully,faithfully,RB,2
615,farther,farther,RB,2
951,notwithstanding,notwithstanding,RB,2
620,ferociously,ferociously,RB,2
622,fetchingly,fetchingly,RB,2
1057,present,present,RB,2
1184,skyward,skyward,RB,2
1063,primarly,primarly,RB,1
1433,yearly,yearly,RB,1
1029,philosophically,philosophically,RB,1
1425,with,with,RB,1
1422,willfully,willfully,RB,1
1074,prohibitively,prohibitively,RB,1
1037,pleadingly,pleadingly,RB,1
1051,precipitously,precipitously,RB,1
1423,willy-nilly,willy-nilly,RB,1
1050,precariously,precariously,RB,1
1420,wild,wild,RB,1
1437,yon,yon,RB,1
1041,politely,politely,RB,1
1069,procedurally,procedurally,RB,1
1429,wrongfully,wrongfully,RB,1
1070,professionally,professionally,RB,1
1066,private,private,RB,1
1036,plausibly,plausibly,RB,1
1035,plaintively,plaintively,RB,1
1031,picturesquely,picturesquely,RB,1
1432,year-end,year-end,RB,1
1417,wickedly,wickedly,RB,1
1431,wryly,wryly,RB,1
1044,popularly,popularly,RB,1
1319,touch,touch,RB,1
1415,whimsically,whimsically,RB,1
1255,studiously,studiously,RB,1
1245,strategically,strategically,RB,1
1248,strikingly,strikingly,RB,1
1249,stringently,stringently,RB,1
1252,structively,structively,RB,1
1357,unilaterally,unilaterally,RB,1
1253,structurally,structurally,RB,1
1356,uniformly,uniformly,RB,1
1080,provincially,provincially,RB,1
1256,stylishly,stylishly,RB,1
1354,unflaggingly,unflaggingly,RB,1
1260,successively,successively,RB,1
1263,suit,suit,RB,1
1265,superbly,superbly,RB,1
1353,unfavorably,unfavorably,RB,1
1244,strangely,strangely,RB,1
1242,stocks,stocks,RB,1
1358,unintentionally,unintentionally,RB,1
1240,sternly,sternly,RB,1
1239,stereotypically,stereotypically,RB,1
1359,uniquely,uniquely,RB,1
1233,statutorily,statutorily,RB,1
1232,statistically,statistically,RB,1
1230,squiggly,squiggly,RB,1
